"year","county","municip_number","production_final"
2016,"NORDLAND","1840",4691809.58
2016,"NORDLAND","1841",1986211.462
2016,"NORDLAND","1845",7700553.554
2016,"NORDLAND","1848",18608615.291
2016,"NORDLAND","1849",5379646.794
2016,"NORDLAND","1850",15399565.426
2016,"NORDLAND","1851",6548344.1
2016,"NORDLAND","1852",1445194.07
2016,"NORDLAND","1853",-40593.439
2016,"NORDLAND","1854",6550896.01
2016,"NORDLAND","1859",1498282.052
2016,"NORDLAND","1860",1808757.632
2016,"NORDLAND","1865",4952483.417
2016,"NORDLAND","1866",11543648.395
2016,"NORDLAND","1867",3836784.777
2016,"NORDLAND","1868",8236212.294
2016,"NORDLAND","1870",4518406.572
2016,"TROMS","1902",17447706.317
2016,"TROMS","1903",13576961.723
2016,"TROMS","1911",6405540.973
2016,"TROMS","1913",3926087.421
2016,"TROMS","1917",13589719.928
2016,"TROMS","1919",2783301.22
2016,"TROMS","1920",4741566.809
2016,"TROMS","1923",671565.394
2016,"TROMS","1926",17191127.883
2016,"TROMS","1927",18111455.136
2016,"TROMS","1928",10881625.306
2016,"TROMS","1929",4544407.312
2016,"TROMS","1931",9105622.742
2016,"TROMS","1936",9271767.186
2016,"TROMS","1938",1054673.723
2016,"TROMS","1940",1651429.673
2016,"TROMS","1941",11388023.199
2016,"TROMS","1942",722076.194
2016,"TROMS","1943",8148403.647
2016,"FINNMARK","2004",13703363.466
2016,"FINNMARK","2012",25122917.409
2016,"FINNMARK","2014",1755554.043
2016,"FINNMARK","2015",3326018.65
2016,"FINNMARK","2017",7268637.438
2016,"FINNMARK","2018",7155219.101
2016,"FINNMARK","2019",4847358.964
2016,"FINNMARK","2022",5871794.121
2016,"FINNMARK","2027",5661952.868
2016,"FINNMARK","2030",2142776.713
2016,"UOPPGITT","0215",-9718.046
2016,"TRØNDELAG","5005",6255992.922
2016,"TRØNDELAG","5011",9545435.869
2016,"TRØNDELAG","5012",15577040.601
2016,"TRØNDELAG","5013",26925117.591
2016,"TRØNDELAG","5014",50407619.804
2016,"TRØNDELAG","5016",5312708.052
2016,"TRØNDELAG","5017",11024715.117
2016,"TRØNDELAG","5018",10384637.486
2016,"TRØNDELAG","5019",13152147.116
2016,"TRØNDELAG","5020",16491683.721
2016,"TRØNDELAG","5048",8732527.728
2016,"TRØNDELAG","5049",7868083.696
2016,"TRØNDELAG","5050",31916913.967
2016,"TRØNDELAG","5051",25043285.072
2016,"TRØNDELAG","5052",5270728.175
2016,"ROGALAND OG AGDER","0926",885066.61
2017,"ROGALAND OG AGDER","1003",1052596.87
2017,"ROGALAND OG AGDER","1004",9606091.599
2017,"ROGALAND OG AGDER","1032",1901737.831
2017,"ROGALAND OG AGDER","1102",813473.663
2017,"ROGALAND OG AGDER","1106",2216822.72
2017,"ROGALAND OG AGDER","1122",-36533.453
2017,"ROGALAND OG AGDER","1129",1086334.653
2017,"ROGALAND OG AGDER","1130",1502178.174
2017,"ROGALAND OG AGDER","1133",3806529.122
2017,"ROGALAND OG AGDER","1134",10497265.497
2017,"ROGALAND OG AGDER","1141",23868592.751
2017,"ROGALAND OG AGDER","1142",1309907.465
2017,"ROGALAND OG AGDER","1144",1560923.008
2017,"ROGALAND OG AGDER","1145",3414874.753
2017,"ROGALAND OG AGDER","1146",6276583.986
2017,"ROGALAND OG AGDER","1149",2179222.149
2017,"ROGALAND OG AGDER","1160",8548766.312
2017,"HORDALAND","1211",1574434.845
2017,"HORDALAND","1216",9006325.51
2017,"HORDALAND","1219",18567922.77
2017,"HORDALAND","1221",1750208.629
2017,"HORDALAND","1222",5813722.627
2017,"HORDALAND","1223",11773584.14
2017,"HORDALAND","1224",25427709.372
2017,"HORDALAND","1227",5356655.812
2017,"HORDALAND","1238",10140892.298
2017,"HORDALAND","1241",11098766.113
2017,"HORDALAND","1242",552243.39
2017,"HORDALAND","1243",7856356.825
2017,"HORDALAND","1244",16922490.343
2017,"HORDALAND","1245",9892271.64
2017,"HORDALAND","1246",6266373.758
2017,"HORDALAND","1247",3362218.591
2017,"HORDALAND","1251",625521.8
2017,"HORDALAND","1253",3941957.4
2017,"HORDALAND","1256",915505.172
2017,"HORDALAND","1259",12807546.523
2017,"HORDALAND","1260",10899296.547
2017,"HORDALAND","1263",6255475.443
2017,"HORDALAND","1264",3130781.076
2017,"HORDALAND","1265",1015599.201
2017,"HORDALAND","1266",4798012.356
2017,"SOGN OG FJORDANE","1401",13670399.696
2017,"SOGN OG FJORDANE","1411",7504467.101
2017,"SOGN OG FJORDANE","1412",9767088.198
2017,"SOGN OG FJORDANE","1413",5018275.507
2017,"SOGN OG FJORDANE","1416",9763130.418
2017,"SOGN OG FJORDANE","1428",5337834.414
2017,"SOGN OG FJORDANE","1429",6208801.049
2017,"SOGN OG FJORDANE","1438",15668213.804
2017,"SOGN OG FJORDANE","1439",6965465.273
2017,"SOGN OG FJORDANE","1441",9221037.777
2017,"SOGN OG FJORDANE","1445",2783692.038
2017,"MØRE OG ROMSDAL","1502",346369.678
2017,"MØRE OG ROMSDAL","1505",13157901.877
2017,"MØRE OG ROMSDAL","1511",4288194.685
2017,"MØRE OG ROMSDAL","1515",2571919.759
2017,"MØRE OG ROMSDAL","1519",6717185.442
2017,"MØRE OG ROMSDAL","1520",3725297.319
2017,"MØRE OG ROMSDAL","1524",2271100.756
2017,"MØRE OG ROMSDAL","1525",6665265.187
2017,"MØRE OG ROMSDAL","1529",37330.669
2017,"MØRE OG ROMSDAL","1532",722571.126
2017,"MØRE OG ROMSDAL","1534",3841955.905
2017,"MØRE OG ROMSDAL","1535",6613644.176
2017,"MØRE OG ROMSDAL","1539",1946213.648
2017,"MØRE OG ROMSDAL","1543",483988.673
2017,"MØRE OG ROMSDAL","1545",7510555.15
2017,"MØRE OG ROMSDAL","1546",3993354.185
2017,"MØRE OG ROMSDAL","1547",4122622.004
2017,"MØRE OG ROMSDAL","1551",1254862.299
2017,"MØRE OG ROMSDAL","1554",10617570.592
2017,"MØRE OG ROMSDAL","1557",8250873.703
2017,"MØRE OG ROMSDAL","1560",601419.673
2017,"MØRE OG ROMSDAL","1563",-168031.935
2017,"MØRE OG ROMSDAL","1566",151171.366
2017,"MØRE OG ROMSDAL","1571",16898821.04
2017,"MØRE OG ROMSDAL","1573",36638821.155
2017,"MØRE OG ROMSDAL","1576",7085406.997
2017,"TRØNDELAG","1617",813745.739
2017,"TRØNDELAG","1633",501000.275
2017,"NORDLAND","1804",8978799.737
2017,"NORDLAND","1811",24436006.931
2017,"NORDLAND","1812",3967874.164
2017,"NORDLAND","1813",12787630.763
2017,"NORDLAND","1815",3407408.171
2017,"NORDLAND","1816",3862184.978
2017,"NORDLAND","1818",13865990.856
2017,"NORDLAND","1820",2548072.571
2017,"NORDLAND","1822",1185792.715
2017,"NORDLAND","1824",2477282.39
2017,"NORDLAND","1827",13817013.409
2017,"NORDLAND","1828",2099367.216
2017,"NORDLAND","1833",7141994.147
2017,"NORDLAND","1834",17954215.234
2017,"NORDLAND","1835",1450600.64
2017,"NORDLAND","1836",12329393.695
2017,"NORDLAND","1837",11603015.292
2017,"NORDLAND","1838",13394351.188
2017,"NORDLAND","1840",1996435.584
2017,"NORDLAND","1841",1665406.915
2017,"NORDLAND","1845",9202615.661
2017,"NORDLAND","1848",20875791.742
2017,"NORDLAND","1849",327906.76
2017,"NORDLAND","1850",6671599.393
2017,"NORDLAND","1851",7335240.152
2017,"NORDLAND","1852",2788370.905
2017,"NORDLAND","1854",7280738.337
2017,"NORDLAND","1859",1961830.13
2017,"NORDLAND","1860",4220969.679
2017,"NORDLAND","1865",4478682.029
2017,"NORDLAND","1866",12247589.849
2017,"NORDLAND","1867",7158277.596
2017,"NORDLAND","1868",8967937.075
2017,"NORDLAND","1870",7631004.864
2017,"TROMS","1902",16761170.623
2017,"TROMS","1903",32043797.546
2017,"TROMS","1911",3138722.8
2017,"TROMS","1913",12531227.105
2017,"TROMS","1917",15299263.857
2017,"TROMS","1919",3565005.254
2017,"TROMS","1920",5568834.216
2017,"TROMS","1923",1042008.226
2017,"TROMS","1926",5347873.888
2017,"TROMS","1927",3567452.494
2017,"TROMS","1928",13136901.136
2017,"TROMS","1929",14564909.203
2017,"TROMS","1931",12842148.979
2017,"TROMS","1936",19279241.398
2017,"TROMS","1938",4712700.525
2017,"TROMS","1940",-220057.866
2017,"TROMS","1941",18830264.601
2017,"TROMS","1942",2593190.888
2017,"TROMS","1943",10736107.58
2017,"FINNMARK","2004",7599695.736
2017,"FINNMARK","2012",17543593.521
2017,"FINNMARK","2014",14970960.235
2017,"FINNMARK","2015",3082923.567
2017,"FINNMARK","2017",8966647.877
2017,"FINNMARK","2018",8598322.701
2017,"FINNMARK","2019",4172416.704
2017,"FINNMARK","2022",13593741.96
2017,"FINNMARK","2027",9807316.223
2017,"FINNMARK","2028",4324506.631
2017,"FINNMARK","2030",-69444.1359999999
2017,"UOPPGITT","0215",-797.904
2017,"TRØNDELAG","5005",3293333.811
2017,"TRØNDELAG","5011",12267123.916
2017,"TRØNDELAG","5012",7120929.58
2017,"TRØNDELAG","5013",25354146.833
2017,"TRØNDELAG","5014",49481359.535
2017,"TRØNDELAG","5016",898300.118
2017,"TRØNDELAG","5017",11189884.302
2017,"TRØNDELAG","5018",14545562.786
2017,"TRØNDELAG","5019",4921892.667
2017,"TRØNDELAG","5020",2975149.181
2017,"TRØNDELAG","5048",2801196.006
2017,"TRØNDELAG","5049",21938016.024
2017,"TRØNDELAG","5050",28433138.796
2017,"TRØNDELAG","5051",16761227.665
2017,"TRØNDELAG","5052",10812821.869
2017,"ROGALAND OG AGDER","0926",879298.59
2018,"ROGALAND OG AGDER","1003",1732587.162
2018,"ROGALAND OG AGDER","1004",16703439.165
2018,"ROGALAND OG AGDER","1032",401042.572
2018,"ROGALAND OG AGDER","1102",3791808.659
2018,"ROGALAND OG AGDER","1106",5337966.763
2018,"ROGALAND OG AGDER","1122",808680.337
2018,"ROGALAND OG AGDER","1129",54295.778
2018,"ROGALAND OG AGDER","1130",4201485.848
2018,"ROGALAND OG AGDER","1133",-348121.379
2018,"ROGALAND OG AGDER","1134",3054905.776
2018,"ROGALAND OG AGDER","1141",16003550.094
2018,"ROGALAND OG AGDER","1142",6583828.894
2018,"ROGALAND OG AGDER","1144",1987953.95
2018,"ROGALAND OG AGDER","1145",3368706.999
2018,"ROGALAND OG AGDER","1146",9011556.942
2018,"ROGALAND OG AGDER","1149",3345920.723
2018,"ROGALAND OG AGDER","1160",2254469.948
2018,"HORDALAND","1211",3213316.742
2018,"HORDALAND","1216",3182308.085
2018,"HORDALAND","1219",13382028.637
2018,"HORDALAND","1221",753705.783
2018,"HORDALAND","1222",6668443.354
2018,"HORDALAND","1223",20475491.362
2018,"HORDALAND","1224",29834120.365
2018,"HORDALAND","1227",11186616.372
2018,"HORDALAND","1238",11613718.084
2018,"HORDALAND","1241",7660499.304
2018,"HORDALAND","1242",2578121.804
2018,"HORDALAND","1243",4352770.854
2018,"HORDALAND","1244",15612084.586
2018,"HORDALAND","1245",3923723.693
2018,"HORDALAND","1246",3323000.167
2018,"HORDALAND","1247",2106837.133
2018,"HORDALAND","1251",831990.835
2018,"HORDALAND","1253",13934373.562
2018,"HORDALAND","1256",1651462.434
2018,"HORDALAND","1259",5980447.413
2018,"HORDALAND","1260",3929638.501
2018,"HORDALAND","1263",6805660.817
2018,"HORDALAND","1264",877823.5
2018,"HORDALAND","1265",87363.379
2018,"HORDALAND","1266",4024856.862
2018,"SOGN OG FJORDANE","1401",12880401.262
2018,"SOGN OG FJORDANE","1411",18215448.44
2018,"SOGN OG FJORDANE","1412",5358464.784
2018,"SOGN OG FJORDANE","1413",9883682.244
2018,"SOGN OG FJORDANE","1416",13300338.927
2018,"SOGN OG FJORDANE","1428",8245972.228
2018,"SOGN OG FJORDANE","1429",2458954.023
2018,"SOGN OG FJORDANE","1438",5209562.986
2018,"SOGN OG FJORDANE","1439",4789677.396
2018,"SOGN OG FJORDANE","1441",3805811.992
2018,"SOGN OG FJORDANE","1445",2229500.004
2018,"MØRE OG ROMSDAL","1502",1200295.039
2018,"MØRE OG ROMSDAL","1505",5240805.781
2018,"MØRE OG ROMSDAL","1511",5343054.568
2018,"MØRE OG ROMSDAL","1515",867710.25
2018,"MØRE OG ROMSDAL","1516",1225580.585
2018,"MØRE OG ROMSDAL","1519",2451972.319
2018,"MØRE OG ROMSDAL","1520",2561296.947
2018,"MØRE OG ROMSDAL","1524",2085273.329
2018,"MØRE OG ROMSDAL","1525",4492402.05
2018,"MØRE OG ROMSDAL","1526",2734648.891
2018,"MØRE OG ROMSDAL","1529",456957.067
2018,"MØRE OG ROMSDAL","1532",9519469.097
2018,"MØRE OG ROMSDAL","1534",4333331.124
2018,"MØRE OG ROMSDAL","1535",3780771.522
2018,"MØRE OG ROMSDAL","1539",2016457.413
2018,"MØRE OG ROMSDAL","1543",1728860.727
2018,"MØRE OG ROMSDAL","1545",9226926.912
2018,"MØRE OG ROMSDAL","1546",1772360.94
2018,"MØRE OG ROMSDAL","1547",4971276.679
2018,"MØRE OG ROMSDAL","1548",2716539.184
2018,"MØRE OG ROMSDAL","1551",784637.092
2018,"MØRE OG ROMSDAL","1554",4268339.417
2018,"MØRE OG ROMSDAL","1557",955378.756
2018,"MØRE OG ROMSDAL","1560",2800466.239
2018,"MØRE OG ROMSDAL","1563",-81950.058
2018,"MØRE OG ROMSDAL","1566",286820.621
2018,"MØRE OG ROMSDAL","1571",10005465.098
2018,"MØRE OG ROMSDAL","1573",19923946.475
2018,"MØRE OG ROMSDAL","1576",9027218.573
2018,"TRØNDELAG","1617",774776.349
2018,"NORDLAND","1804",11414486.313
2018,"NORDLAND","1805",1555224.935
2018,"NORDLAND","1811",4181372
2018,"NORDLAND","1812",656408.458
2018,"NORDLAND","1813",17913733.767
2018,"NORDLAND","1815",2368284.433
2018,"NORDLAND","1816",6443898.099
2018,"NORDLAND","1818",18536920.463
2018,"NORDLAND","1820",5195401.354
2018,"NORDLAND","1822",1359711.116
2018,"NORDLAND","1824",864815.453
2018,"NORDLAND","1827",9146790.242
2018,"NORDLAND","1828",1907301.173
2018,"NORDLAND","1833",2670707.767
2018,"NORDLAND","1834",11279423.847
2018,"NORDLAND","1835",1837861.723
2018,"NORDLAND","1836",31668638.706
2018,"NORDLAND","1837",12302337.356
2018,"NORDLAND","1838",10150274.413
2018,"NORDLAND","1840",4261142.265
2018,"NORDLAND","1841",1978756.231
2018,"NORDLAND","1845",13463695.006
2018,"NORDLAND","1848",15824010.335
2018,"NORDLAND","1849",5065211.387
2018,"NORDLAND","1850",18191119.762
2018,"NORDLAND","1851",6950463.973
2018,"NORDLAND","1852",1332616.746
2018,"NORDLAND","1854",6012780.837
2018,"NORDLAND","1859",1511648.602
2018,"NORDLAND","1860",3328527.673
2018,"NORDLAND","1865",423909.891
2018,"NORDLAND","1866",7159038.734
2018,"NORDLAND","1867",5808030.778
2018,"NORDLAND","1868",10501767.378
2018,"NORDLAND","1870",9172241.614
2018,"TROMS","1902",13114665.396
2018,"TROMS","1903",15223198.726
2018,"TROMS","1911",6937930.908
2018,"TROMS","1913",3711088.007
2018,"TROMS","1917",17283563.421
2018,"TROMS","1919",-97843.3359999999
2018,"TROMS","1920",358207.921
2018,"TROMS","1923",4101116.924
2018,"TROMS","1926",13119147.448
2018,"TROMS","1927",18904046.201
2018,"TROMS","1928",3575365.029
2018,"TROMS","1929",6311866.556
2018,"TROMS","1931",15763900.654
2018,"TROMS","1936",13280781.528
2018,"TROMS","1938",3701257.4
2018,"TROMS","1940",424835.036
2018,"TROMS","1941",19657129.074
2018,"TROMS","1942",7128126.138
2018,"TROMS","1943",9507924.881
2018,"FINNMARK","2004",20454635.399
2018,"FINNMARK","2012",26369769.736
2018,"FINNMARK","2014",9996853.921
2018,"FINNMARK","2015",8718427.188
2018,"FINNMARK","2017",12590853.362
2018,"FINNMARK","2018",11934866.414
2018,"FINNMARK","2019",4175546.16
2018,"FINNMARK","2022",2932602.314
2018,"FINNMARK","2027",4736356.949
2018,"FINNMARK","2028",-200249.506
2018,"FINNMARK","2030",2656962.647
2018,"TRØNDELAG","5005",8521195.468
2018,"TRØNDELAG","5011",10307283.269
2018,"TRØNDELAG","5012",20795676.279
2018,"TRØNDELAG","5013",38718987.355
2018,"TRØNDELAG","5014",72920186.665
2018,"TRØNDELAG","5016",5148582.615
2018,"TRØNDELAG","5017",7474012.353
2018,"TRØNDELAG","5018",16597581.001
2018,"TRØNDELAG","5019",17770076.259
2018,"TRØNDELAG","5020",6651444.88
2018,"TRØNDELAG","5048",11958304.635
2018,"TRØNDELAG","5049",17561102.384
2018,"TRØNDELAG","5050",8104918.725
2018,"TRØNDELAG","5051",37763283.472
2018,"TRØNDELAG","5052",7382584.879
2018,"ROGALAND OG AGDER","0926",479402.408
2005,"ROGALAND OG AGDER","1004",10465724.13
2005,"ROGALAND OG AGDER","1102",-382422.416
2005,"ROGALAND OG AGDER","1106",328372.836
2005,"ROGALAND OG AGDER","1108",-238256.837
2005,"ROGALAND OG AGDER","1122",420758.311
2005,"ROGALAND OG AGDER","1127",384996.889
2005,"ROGALAND OG AGDER","1129",-26238.258
2005,"ROGALAND OG AGDER","1133",7657723.26
2005,"ROGALAND OG AGDER","1134",5353625.046
2005,"ROGALAND OG AGDER","1141",7749763.368
2005,"ROGALAND OG AGDER","1142",777773.407
2005,"ROGALAND OG AGDER","1145",1215727.313
2005,"ROGALAND OG AGDER","1146",4459336.757
2005,"ROGALAND OG AGDER","1149",1472268.787
2005,"ROGALAND OG AGDER","1160",4478170.991
2005,"HORDALAND","1201",561.625
2005,"HORDALAND","1211",4268965.645
2005,"HORDALAND","1216",486671.034
2005,"HORDALAND","1219",4129263.902
2005,"HORDALAND","1221",709352.152
2005,"HORDALAND","1222",4617852.978
2005,"HORDALAND","1223",7509473.857
2005,"HORDALAND","1224",18247664.313
2005,"HORDALAND","1227",4325444.276
2005,"HORDALAND","1238",4200568.684
2005,"HORDALAND","1241",9495013.37
2005,"HORDALAND","1242",-1103787.284
2005,"HORDALAND","1243",1866822.433
2005,"HORDALAND","1244",10776083.875
2005,"HORDALAND","1245",1149983.702
2005,"HORDALAND","1246",2117988.01
2005,"HORDALAND","1247",921548.478
2005,"HORDALAND","1253",7989309.648
2005,"HORDALAND","1256",961459.581
2005,"HORDALAND","1259",2525729.231
2005,"HORDALAND","1260",-1610373.245
2005,"HORDALAND","1263",5115303.757
2005,"HORDALAND","1264",214779.05
2005,"HORDALAND","1266",1825005.856
2005,"SOGN OG FJORDANE","1401",5560742.742
2005,"SOGN OG FJORDANE","1411",9785866.534
2005,"SOGN OG FJORDANE","1412",6715494.161
2005,"SOGN OG FJORDANE","1413",7746439.192
2005,"SOGN OG FJORDANE","1416",3443592.143
2005,"SOGN OG FJORDANE","1428",4294631.532
2005,"SOGN OG FJORDANE","1429",-1433966.755
2005,"SOGN OG FJORDANE","1438",6719570.876
2005,"SOGN OG FJORDANE","1439",3418914.475
2005,"SOGN OG FJORDANE","1441",3005477.145
2005,"SOGN OG FJORDANE","1445",218177.443
2005,"MØRE OG ROMSDAL","1502",1851423.382
2005,"MØRE OG ROMSDAL","1505",1539690.813
2005,"MØRE OG ROMSDAL","1506",4629749.321
2005,"MØRE OG ROMSDAL","1507",1421814.226
2005,"MØRE OG ROMSDAL","1511",1926727.383
2005,"MØRE OG ROMSDAL","1514",1455411.989
2005,"MØRE OG ROMSDAL","1515",3054769.817
2005,"MØRE OG ROMSDAL","1519",1185176.359
2005,"MØRE OG ROMSDAL","1520",3414931.475
2005,"MØRE OG ROMSDAL","1525",8597747.87
2005,"MØRE OG ROMSDAL","1529",316180.226
2005,"MØRE OG ROMSDAL","1532",2519470.615
2005,"MØRE OG ROMSDAL","1534",334100.947
2005,"MØRE OG ROMSDAL","1535",857061.822
2005,"MØRE OG ROMSDAL","1539",888820.77
2005,"MØRE OG ROMSDAL","1543",1841601.9
2005,"MØRE OG ROMSDAL","1544",626001.069
2005,"MØRE OG ROMSDAL","1545",-1986998.634
2005,"MØRE OG ROMSDAL","1547",784141.938
2005,"MØRE OG ROMSDAL","1548",1894064.59
2005,"MØRE OG ROMSDAL","1551",346335.84
2005,"MØRE OG ROMSDAL","1554",6610630.888
2005,"MØRE OG ROMSDAL","1556",577106.219
2005,"MØRE OG ROMSDAL","1557",3047242.967
2005,"MØRE OG ROMSDAL","1560",-3020050.101
2005,"MØRE OG ROMSDAL","1563",-38239.734
2005,"MØRE OG ROMSDAL","1566",105627.316
2005,"MØRE OG ROMSDAL","1571",8440098.807
2005,"MØRE OG ROMSDAL","1573",4744963.215
2005,"MØRE OG ROMSDAL","1576",7277493.773
2005,"MØRE OG ROMSDAL","1577",3436457.481
2005,"TRØNDELAG","1612",2483503.305
2005,"TRØNDELAG","1613",178641.101
2005,"TRØNDELAG","1617",10258505.97
2005,"TRØNDELAG","1620",8667474.577
2005,"TRØNDELAG","1621",4698214.067
2005,"TRØNDELAG","1630",310007.378
2005,"TRØNDELAG","1717",848096.07
2005,"TRØNDELAG","1719",394574.479
2005,"TRØNDELAG","1748",812182.365
2005,"TRØNDELAG","1749",481322.995
2005,"TRØNDELAG","1751",12051771.513
2005,"TRØNDELAG","1755",2569151.899
2005,"NORDLAND","1804",342154.779
2005,"NORDLAND","1806",435337.898
2005,"NORDLAND","1811",1773994.385
2005,"NORDLAND","1812",4266908.258
2005,"NORDLAND","1813",1611251.035
2005,"NORDLAND","1815",722991.653
2005,"NORDLAND","1816",424869.348
2005,"NORDLAND","1818",750516.545
2005,"NORDLAND","1820",4098260.765
2005,"NORDLAND","1824",1676524.266
2005,"NORDLAND","1827",3927009.07
2005,"NORDLAND","1828",1315955.447
2005,"NORDLAND","1833",2515529.399
2005,"NORDLAND","1834",5293795.345
2005,"NORDLAND","1835",1189785.45
2005,"NORDLAND","1836",8822470.605
2005,"NORDLAND","1837",6228463.047
2005,"NORDLAND","1838",6419499.983
2005,"NORDLAND","1840",816275.121
2005,"NORDLAND","1841",938417.42
2005,"NORDLAND","1845",5703938.558
2005,"NORDLAND","1848",6958914.299
2005,"NORDLAND","1849",2475057.207
2005,"NORDLAND","1850",68919.176
2005,"NORDLAND","1851",1445482.965
2005,"NORDLAND","1852",735179.48
2005,"NORDLAND","1854",398401.289
2005,"NORDLAND","1859",1605962.919
2005,"NORDLAND","1860",-220860.011
2005,"NORDLAND","1865",8014323.758
2005,"NORDLAND","1866",7128873.601
2005,"NORDLAND","1867",3049089.626
2005,"NORDLAND","1868",7366924.784
2005,"NORDLAND","1870",2964265.905
2005,"TROMS","1902",3560745.607
2005,"TROMS","1903",4108036.155
2005,"TROMS","1911",4352943.719
2005,"TROMS","1913",2035756.765
2005,"TROMS","1917",3355580.262
2005,"TROMS","1919",3700167.154
2005,"TROMS","1920",501552.882
2005,"TROMS","1923",2685575.908
2005,"TROMS","1926",5143573.293
2005,"TROMS","1927",4664494.884
2005,"TROMS","1928",5099725.828
2005,"TROMS","1929",1473925.187
2005,"TROMS","1931",1164203.46
2005,"TROMS","1936",3153442.241
2005,"TROMS","1938",2307872.056
2005,"TROMS","1940",2943137.034
2005,"TROMS","1941",5372025.746
2005,"TROMS","1942",3225714.706
2005,"TROMS","1943",5629258.858
2005,"FINNMARK","2004",3754205.928
2005,"FINNMARK","2012",16284760.432
2005,"FINNMARK","2014",4366246.411
2005,"FINNMARK","2017",1340382.824
2005,"FINNMARK","2019",229582
2005,"FINNMARK","2022",758095.434
2005,"FINNMARK","2023",774463
2005,"FINNMARK","2027",1607358.578
2005,"FINNMARK","2030",333026
2005,"UOPPGITT","0436",406828
2005,"TRØNDELAG","5005",2836155.051
2005,"TRØNDELAG","5011",1832903.735
2005,"TRØNDELAG","5012",2698260.534
2005,"TRØNDELAG","5013",13794314.77
2005,"TRØNDELAG","5014",19167101.341
2005,"TRØNDELAG","5018",1334142.258
2005,"TRØNDELAG","5019",3671397.676
2005,"TRØNDELAG","5020",3646355.046
2005,"TRØNDELAG","5048",3497649.651
2005,"TRØNDELAG","5049",9237817.326
2005,"TRØNDELAG","5050",3497459.585
2005,"TRØNDELAG","5051",11309807.565
2005,"TRØNDELAG","5052",4129378.404
2005,"ROGALAND OG AGDER","0926",505923.64
2006,"MØRE OG ROMSDAL","1578",-107544.01
2006,"UOPPGITT","0215",0
2007,"UOPPGITT","0438",954089.603
2008,"ROGALAND OG AGDER","1144",352352.726
2008,"MØRE OG ROMSDAL","1524",444746.131
2008,"MØRE OG ROMSDAL","1528",-21564.422
2009,"ROGALAND OG AGDER","1130",986839.808
2009,"TRØNDELAG","1633",224134.541
2009,"TRØNDELAG","5017",258817.481
2010,"ROGALAND OG AGDER","1032",56516.18
2010,"TRØNDELAG","5016",1689927.676
2011,"HORDALAND","1251",1422195.043
2011,"HORDALAND","1265",427929.873
2011,"NORDLAND","1805",-188008.653
2011,"NORDLAND","1822",188637.052
2011,"TROMS","1925",931588.526
2011,"FINNMARK","2018",2081365.091
2012,"MØRE OG ROMSDAL","1546",2183372.994
2014,"ROGALAND OG AGDER","1003",1713336.446
2014,"NORDLAND","1874",185051.615
2014,"FINNMARK","2015",639209.116
2015,"NORDLAND","1853",1412155.828
2016,"FINNMARK","2028",724415.888
2017,"MØRE OG ROMSDAL","1516",-1229205
2017,"MØRE OG ROMSDAL","1526",-316812.188
2018,"ROGALAND OG AGDER","0901",-11122.6
